id,date,dealership,location,model,price,month,year,quarter
SL000126,2023-03-01,Texas Dealership,"Austin, TX",E-SUV Elite,61444.46,2023-03,2023,Q1
SL000127,2023-03-01,Florida Dealership,"Miami, FL",E-SUV Elite,64910.72,2023-03,2023,Q1
SL000128,2023-03-01,California Dealership,"Los Angeles, CA",E-Sedan Pro,45758.89,2023-03,2023,Q1
SL000129,2023-03-01,California Dealership,"Los Angeles, CA",E-Truck Power,75425.72,2023-03,2023,Q1
SL000130,2023-03-01,Illinois Dealership,"Chicago, IL",E-Compact City,30998.54,2023-03,2023,Q1
SL000131,2023-03-03,New York Dealership,"New York, NY",E-Compact City,30893.96,2023-03,2023,Q1
SL000132,2023-03-03,Florida Dealership,"Miami, FL",E-SUV Elite,59733.37,2023-03,2023,Q1
SL000133,2023-03-03,Illinois Dealership,"Chicago, IL",E-Truck Power,73159.8,2023-03,2023,Q1
SL000134,2023-03-04,New York Dealership,"New York, NY",E-Compact City,31909.04,2023-03,2023,Q1
SL000135,2023-03-04,California Dealership,"Los Angeles, CA",E-Compact City,33402.69,2023-03,2023,Q1
SL000136,2023-03-04,California Dealership,"Los Angeles, CA",E-Sedan Pro,43049.23,2023-03,2023,Q1
SL000137,2023-03-04,California Dealership,"Los Angeles, CA",E-Compact City,32238.31,2023-03,2023,Q1
SL000138,2023-03-04,Illinois Dealership,"Chicago, IL",E-Compact City,31045.21,2023-03,2023,Q1
SL000139,2023-03-05,Florida Dealership,"Miami, FL",E-SUV Elite,64338.64,2023-03,2023,Q1
SL000140,2023-03-05,Florida Dealership,"Miami, FL",E-SUV Elite,63962.92,2023-03,2023,Q1
SL000141,2023-03-06,Florida Dealership,"Miami, FL",E-Sedan Pro,46798.09,2023-03,2023,Q1
SL000142,2023-03-07,New York Dealership,"New York, NY",E-Truck Power,75957.81,2023-03,2023,Q1
SL000143,2023-03-07,New York Dealership,"New York, NY",E-SUV Elite,59763.49,2023-03,2023,Q1
SL000144,2023-03-07,Texas Dealership,"Austin, TX",E-SUV Elite,64442.13,2023-03,2023,Q1
SL000145,2023-03-07,Florida Dealership,"Miami, FL",E-SUV Elite,60440.63,2023-03,2023,Q1
SL000146,2023-03-07,California Dealership,"Los Angeles, CA",E-Compact City,32839.87,2023-03,2023,Q1
SL000147,2023-03-07,Illinois Dealership,"Chicago, IL",E-Truck Power,72079.74,2023-03,2023,Q1
SL000148,2023-03-08,New York Dealership,"New York, NY",E-SUV Elite,63843.23,2023-03,2023,Q1
SL000149,2023-03-08,California Dealership,"Los Angeles, CA",E-Compact City,32136.72,2023-03,2023,Q1
SL000150,2023-03-08,California Dealership,"Los Angeles, CA",E-Sedan Pro,44305.63,2023-03,2023,Q1
SL000151,2023-03-09,New York Dealership,"New York, NY",E-SUV Elite,61764.44,2023-03,2023,Q1
SL000152,2023-03-09,Texas Dealership,"Austin, TX",E-Compact City,32018.84,2023-03,2023,Q1
SL000153,2023-03-09,Florida Dealership,"Miami, FL",E-Truck Power,78240.89,2023-03,2023,Q1
SL000154,2023-03-09,California Dealership,"Los Angeles, CA",E-Truck Power,76554.29,2023-03,2023,Q1
SL000155,2023-03-10,New York Dealership,"New York, NY",E-SUV Elite,63465.95,2023-03,2023,Q1
SL000156,2023-03-10,Texas Dealership,"Austin, TX",E-Sedan Pro,47181.79,2023-03,2023,Q1
SL000157,2023-03-10,Texas Dealership,"Austin, TX",E-Truck Power,72184.97,2023-03,2023,Q1
SL000158,2023-03-10,Florida Dealership,"Miami, FL",E-Compact City,31676.81,2023-03,2023,Q1
SL000159,2023-03-10,Florida Dealership,"Miami, FL",E-Sedan Pro,44258.39,2023-03,2023,Q1
SL000160,2023-03-10,California Dealership,"Los Angeles, CA",E-SUV Elite,61368.65,2023-03,2023,Q1
SL000161,2023-03-11,New York Dealership,"New York, NY",E-SUV Elite,63472.51,2023-03,2023,Q1
SL000162,2023-03-12,California Dealership,"Los Angeles, CA",E-Compact City,32423.25,2023-03,2023,Q1
SL000163,2023-03-13,New York Dealership,"New York, NY",E-Sports GT,91662.3,2023-03,2023,Q1
SL000164,2023-03-13,California Dealership,"Los Angeles, CA",E-Sedan Pro,46124.82,2023-03,2023,Q1
SL000165,2023-03-13,California Dealership,"Los Angeles, CA",E-Sedan Pro,46791.24,2023-03,2023,Q1
SL000166,2023-03-14,California Dealership,"Los Angeles, CA",E-Compact City,31850.52,2023-03,2023,Q1
SL000167,2023-03-15,Florida Dealership,"Miami, FL",E-Sedan Pro,46628.04,2023-03,2023,Q1
SL000168,2023-03-15,California Dealership,"Los Angeles, CA",E-Sedan Pro,45648.0,2023-03,2023,Q1
SL000169,2023-03-16,Florida Dealership,"Miami, FL",E-Sedan Pro,43748.87,2023-03,2023,Q1
SL000170,2023-03-16,Illinois Dealership,"Chicago, IL",E-Sedan Pro,46349.62,2023-03,2023,Q1
SL000171,2023-03-17,Texas Dealership,"Austin, TX",E-Sedan Pro,43844.27,2023-03,2023,Q1
SL000172,2023-03-17,Florida Dealership,"Miami, FL",E-Compact City,31055.95,2023-03,2023,Q1
SL000173,2023-03-17,Florida Dealership,"Miami, FL",E-Sedan Pro,46783.51,2023-03,2023,Q1
SL000174,2023-03-17,Florida Dealership,"Miami, FL",E-Sedan Pro,43134.79,2023-03,2023,Q1
SL000175,2023-03-18,California Dealership,"Los Angeles, CA",E-Sedan Pro,44458.62,2023-03,2023,Q1
SL000176,2023-03-18,California Dealership,"Los Angeles, CA",E-Compact City,31257.8,2023-03,2023,Q1
SL000177,2023-03-18,Illinois Dealership,"Chicago, IL",E-Compact City,31795.6,2023-03,2023,Q1
SL000178,2023-03-19,Texas Dealership,"Austin, TX",E-Truck Power,74905.73,2023-03,2023,Q1
SL000179,2023-03-19,Texas Dealership,"Austin, TX",E-Truck Power,77248.91,2023-03,2023,Q1
SL000180,2023-03-20,New York Dealership,"New York, NY",E-Sedan Pro,43377.1,2023-03,2023,Q1
SL000181,2023-03-20,Texas Dealership,"Austin, TX",E-Sedan Pro,43975.38,2023-03,2023,Q1
SL000182,2023-03-20,Texas Dealership,"Austin, TX",E-Sedan Pro,46864.34,2023-03,2023,Q1
SL000183,2023-03-20,California Dealership,"Los Angeles, CA",E-Compact City,32484.55,2023-03,2023,Q1
SL000184,2023-03-20,Illinois Dealership,"Chicago, IL",E-Sedan Pro,43365.99,2023-03,2023,Q1
SL000185,2023-03-21,New York Dealership,"New York, NY",E-Compact City,32528.12,2023-03,2023,Q1
SL000186,2023-03-21,New York Dealership,"New York, NY",E-Sedan Pro,46864.85,2023-03,2023,Q1
SL000187,2023-03-21,California Dealership,"Los Angeles, CA",E-Sedan Pro,46071.15,2023-03,2023,Q1
SL000188,2023-03-22,New York Dealership,"New York, NY",E-SUV Elite,60689.9,2023-03,2023,Q1
SL000189,2023-03-22,Florida Dealership,"Miami, FL",E-Compact City,31923.36,2023-03,2023,Q1
SL000190,2023-03-22,California Dealership,"Los Angeles, CA",E-Sedan Pro,42890.32,2023-03,2023,Q1
SL000191,2023-03-22,California Dealership,"Los Angeles, CA",E-Sedan Pro,45427.85,2023-03,2023,Q1
SL000192,2023-03-23,Texas Dealership,"Austin, TX",E-Compact City,30741.11,2023-03,2023,Q1
SL000193,2023-03-23,California Dealership,"Los Angeles, CA",E-Compact City,31791.45,2023-03,2023,Q1
SL000194,2023-03-24,New York Dealership,"New York, NY",E-Sedan Pro,45406.04,2023-03,2023,Q1
SL000195,2023-03-24,New York Dealership,"New York, NY",E-SUV Elite,59467.81,2023-03,2023,Q1
SL000196,2023-03-24,Texas Dealership,"Austin, TX",E-Sports GT,94487.05,2023-03,2023,Q1
SL000197,2023-03-24,California Dealership,"Los Angeles, CA",E-Truck Power,76190.88,2023-03,2023,Q1
SL000198,2023-03-24,California Dealership,"Los Angeles, CA",E-Compact City,33117.43,2023-03,2023,Q1
SL000199,2023-03-25,Florida Dealership,"Miami, FL",E-Compact City,33360.79,2023-03,2023,Q1
SL000200,2023-03-25,Florida Dealership,"Miami, FL",E-Sedan Pro,45305.75,2023-03,2023,Q1
SL000201,2023-03-25,California Dealership,"Los Angeles, CA",E-Compact City,31351.52,2023-03,2023,Q1
SL000202,2023-03-25,Illinois Dealership,"Chicago, IL",E-Truck Power,77584.12,2023-03,2023,Q1
SL000203,2023-03-25,Illinois Dealership,"Chicago, IL",E-SUV Elite,64039.28,2023-03,2023,Q1
SL000204,2023-03-25,Illinois Dealership,"Chicago, IL",E-Sedan Pro,45433.21,2023-03,2023,Q1
SL000205,2023-03-26,California Dealership,"Los Angeles, CA",E-Compact City,30609.14,2023-03,2023,Q1
SL000206,2023-03-27,New York Dealership,"New York, NY",E-SUV Elite,62780.53,2023-03,2023,Q1
SL000207,2023-03-27,Texas Dealership,"Austin, TX",E-Sedan Pro,42859.8,2023-03,2023,Q1
SL000208,2023-03-27,Florida Dealership,"Miami, FL",E-Truck Power,75217.03,2023-03,2023,Q1
SL000209,2023-03-27,California Dealership,"Los Angeles, CA",E-Compact City,31686.18,2023-03,2023,Q1
SL000210,2023-03-27,California Dealership,"Los Angeles, CA",E-SUV Elite,62790.53,2023-03,2023,Q1
SL000211,2023-03-27,California Dealership,"Los Angeles, CA",E-Truck Power,78630.63,2023-03,2023,Q1
SL000212,2023-03-27,Illinois Dealership,"Chicago, IL",E-SUV Elite,63473.01,2023-03,2023,Q1
SL000213,2023-03-29,California Dealership,"Los Angeles, CA",E-SUV Elite,63113.81,2023-03,2023,Q1
SL000214,2023-03-30,New York Dealership,"New York, NY",E-SUV Elite,64350.53,2023-03,2023,Q1
SL000215,2023-03-30,New York Dealership,"New York, NY",E-Truck Power,74755.51,2023-03,2023,Q1
SL000216,2023-03-30,Texas Dealership,"Austin, TX",E-Sports GT,92450.88,2023-03,2023,Q1
SL000217,2023-03-30,Florida Dealership,"Miami, FL",E-SUV Elite,60330.15,2023-03,2023,Q1
SL000218,2023-03-30,Florida Dealership,"Miami, FL",E-Sedan Pro,43742.19,2023-03,2023,Q1
SL000219,2023-03-30,Illinois Dealership,"Chicago, IL",E-Sedan Pro,47110.96,2023-03,2023,Q1
SL000220,2023-03-31,New York Dealership,"New York, NY",E-SUV Elite,63601.08,2023-03,2023,Q1
SL000221,2023-03-31,New York Dealership,"New York, NY",E-Compact City,30892.47,2023-03,2023,Q1
SL000222,2023-03-31,New York Dealership,"New York, NY",E-Truck Power,72933.3,2023-03,2023,Q1
SL000223,2023-03-31,Florida Dealership,"Miami, FL",E-Compact City,30692.76,2023-03,2023,Q1
SL000224,2023-03-31,California Dealership,"Los Angeles, CA",E-Sedan Pro,46749.37,2023-03,2023,Q1
SL000225,2023-03-31,Illinois Dealership,"Chicago, IL",E-Compact City,30678.36,2023-03,2023,Q1
SL000226,2023-03-31,Illinois Dealership,"Chicago, IL",E-SUV Elite,61210.67,2023-03,2023,Q1
SL000227,2023-03-31,Illinois Dealership,"Chicago, IL",E-Sedan Pro,46005.39,2023-03,2023,Q1
SL000228,2023-04-01,New York Dealership,"New York, NY",E-Sedan Pro,45824.66,2023-04,2023,Q2
SL000229,2023-04-01,Florida Dealership,"Miami, FL",E-SUV Elite,62572.93,2023-04,2023,Q2
SL000230,2023-04-01,California Dealership,"Los Angeles, CA",E-Compact City,32210.34,2023-04,2023,Q2
SL000231,2023-04-02,New York Dealership,"New York, NY",E-Truck Power,77754.71,2023-04,2023,Q2
SL000232,2023-04-02,New York Dealership,"New York, NY",E-Compact City,33078.44,2023-04,2023,Q2
SL000233,2023-04-02,Texas Dealership,"Austin, TX",E-Compact City,32808.69,2023-04,2023,Q2
SL000234,2023-04-02,California Dealership,"Los Angeles, CA",E-Truck Power,72216.52,2023-04,2023,Q2
SL000235,2023-04-02,California Dealership,"Los Angeles, CA",E-SUV Elite,63509.75,2023-04,2023,Q2
SL000236,2023-04-03,New York Dealership,"New York, NY",E-Sedan Pro,44041.67,2023-04,2023,Q2
SL000237,2023-04-03,New York Dealership,"New York, NY",E-Compact City,33539.8,2023-04,2023,Q2
SL000238,2023-04-03,Texas Dealership,"Austin, TX",E-Compact City,32127.95,2023-04,2023,Q2
SL000239,2023-04-03,Florida Dealership,"Miami, FL",E-Compact City,32132.05,2023-04,2023,Q2
SL000240,2023-04-03,California Dealership,"Los Angeles, CA",E-Compact City,33382.49,2023-04,2023,Q2
SL000241,2023-04-04,New York Dealership,"New York, NY",E-SUV Elite,63290.67,2023-04,2023,Q2
SL000242,2023-04-04,New York Dealership,"New York, NY",E-Sedan Pro,45369.77,2023-04,2023,Q2
SL000243,2023-04-04,Florida Dealership,"Miami, FL",E-Truck Power,78551.17,2023-04,2023,Q2
SL000244,2023-04-04,California Dealership,"Los Angeles, CA",E-Compact City,30478.68,2023-04,2023,Q2
SL000245,2023-04-04,California Dealership,"Los Angeles, CA",E-Sedan Pro,44206.25,2023-04,2023,Q2
SL000246,2023-04-05,New York Dealership,"New York, NY",E-Sedan Pro,47237.06,2023-04,2023,Q2
SL000247,2023-04-05,New York Dealership,"New York, NY",E-SUV Elite,61698.6,2023-04,2023,Q2
SL000248,2023-04-05,Florida Dealership,"Miami, FL",E-Sedan Pro,45812.25,2023-04,2023,Q2
SL000249,2023-04-05,Florida Dealership,"Miami, FL",E-Compact City,31274.43,2023-04,2023,Q2
SL000250,2023-04-05,California Dealership,"Los Angeles, CA",E-SUV Elite,64750.42,2023-04,2023,Q2
SL000251,2023-04-06,New York Dealership,"New York, NY",E-Sedan Pro,47177.9,2023-04,2023,Q2
SL000252,2023-04-06,Florida Dealership,"Miami, FL",E-Sedan Pro,42890.1,2023-04,2023,Q2
SL000253,2023-04-06,California Dealership,"Los Angeles, CA",E-Truck Power,74799.07,2023-04,2023,Q2
SL000254,2023-04-06,Illinois Dealership,"Chicago, IL",E-Truck Power,77074.48,2023-04,2023,Q2
SL000255,2023-04-07,New York Dealership,"New York, NY",E-Sedan Pro,42896.37,2023-04,2023,Q2
SL000256,2023-04-07,New York Dealership,"New York, NY",E-Truck Power,75874.88,2023-04,2023,Q2
SL000257,2023-04-07,New York Dealership,"New York, NY",E-Compact City,31940.87,2023-04,2023,Q2
SL000258,2023-04-07,California Dealership,"Los Angeles, CA",E-Sedan Pro,44962.18,2023-04,2023,Q2
SL000259,2023-04-08,New York Dealership,"New York, NY",E-Compact City,31393.16,2023-04,2023,Q2
SL000260,2023-04-09,Texas Dealership,"Austin, TX",E-Compact City,33152.39,2023-04,2023,Q2
